,A,B,C,D
8.775,0.20523318233475804,0.006842963337383359,0.07366190161054643,0.3614835597185104
8.8,0.2050576209781002,0.0069858261005800205,0.07393629567214871,0.3608184970597519
8.825,0.20462879667811265,0.007440990588008185,0.07338023184104943,0.36034663575026415
8.85,0.205015155621514,0.007271066114438706,0.07295689046398708,0.3605479952537769
8.875,0.20424607230316835,0.006985029717535767,0.07239128730262319,0.36008009920304307
8.9,0.20469300838129825,0.0069587469600588805,0.07253885428552392,0.3608172726924034
8.925,0.20446017302244418,0.006483231883165955,0.07110076883505617,0.36172861969230885
8.95,0.20508604147244858,0.00635607881189014,0.07089684791467436,0.36216532356658543
8.975,0.205342037455805,0.006301791556951746,0.0698681212650122,0.3625328415682851
9.0,0.20505605660778814,0.006554948836284831,0.07027638141320561,0.36206300598340907
9.025,0.2048138032460833,0.00611459398724884,0.0709507900684887,0.36273157914272947
9.05,0.2044124642382249,0.006497898329996794,0.07041702228966255,0.36157975691617883
9.075,0.20409342985685325,0.005817787408167693,0.06930912158674185,0.3625959341318434
9.1,0.20411390555233966,0.0063604690229761476,0.06847685568606951,0.362651276253373
9.125,0.20490397637656518,0.006372689459991479,0.06853832818612933,0.36336230952391935
9.15,0.20498668711572104,0.0059414617200586285,0.06770381088126211,0.3641590910124776
9.175,0.20497269817513036,0.0061756439617364255,0.06737934441177477,0.3638718260578688
9.2,0.20417407314328156,0.006136861995912525,0.0660564073759362,0.3634496263245008
9.225,0.2031126551921617,0.0055433105172990734,0.06511054358643413,0.3634595327862131
9.25,0.20291120125387738,0.0059063988407280985,0.06486506446107902,0.3631470078363784
9.275,0.20241305376866114,0.005352995681947087,0.0648375220772936,0.36345123610722685
9.3,0.2026875980610431,0.005866419374693084,0.06398108663821168,0.3634592451676468
9.325,0.20228118766118475,0.005367829439241228,0.06448733615353024,0.36436311770718804
9.35,0.2025229295656683,0.005716544169698207,0.06265469204407047,0.36495306069002953
9.375,0.20276444354293763,0.005907365253004486,0.06293421662747521,0.36490780583927335
9.4,0.20278936942364884,0.0058464094165654,0.0618436329728073,0.364989163870078
9.425,0.20311694335270472,0.005980644569615317,0.061555696562812415,0.36518868595183096
9.45,0.20232052344004656,0.005313484402756809,0.06002852301537008,0.36623381474279293
9.475,0.20208819464507677,0.005356207478883869,0.05937824799771155,0.36601991812680407
9.5,0.20177353395490188,0.004985763406959681,0.05898321512189114,0.36691190199355855
9.525,0.20120903293911335,0.0051604954134829885,0.05958152031549949,0.3662001942061363
9.55,0.20121914837526683,0.005302387704345669,0.0583781531754298,0.3660209339975624
9.575,0.2007149761141011,0.005011649834786734,0.05862267653822262,0.3658316852275115
9.6,0.20184788078068736,0.004964062784016654,0.058104267898275073,0.36678459364373267
9.625,0.20218540078327873,0.005159840540602968,0.05905009560613752,0.36706185222192367
9.65,0.20255851909463743,0.005057293621515031,0.05864199650774144,0.3676089969826169
9.675,0.20294887943437515,0.004979579620303953,0.05794973323279239,0.36767870391228064
9.7,0.2031470087448569,0.005152058745628123,0.057724757250492795,0.36733733901356747
9.725,0.2028127591786013,0.004948142841658931,0.05702162748274051,0.3673115109542328
9.75,0.20251245040300767,0.004272734068907998,0.056890531903630887,0.367275018288502
9.775,0.2023752485436772,0.004551986699627764,0.0565989366993104,0.3670935170346712
9.8,0.20253630725092533,0.004582848599003119,0.056927767934416125,0.3676571550905505
9.825,0.20238116068220396,0.004328751635768542,0.0561305324774024,0.3674842882860299
9.85,0.20260375172454653,0.004138147478930766,0.05662388508857185,0.36841611263613777
9.875,0.2029948017714642,0.004337280623117202,0.056698123899724326,0.3685250011544537
9.9,0.20297460639619522,0.004531657727767274,0.05562735977396261,0.3685729914602675
9.925,0.2015546277798709,0.0038573218193615577,0.05694854538561013,0.3687450463352169
9.95,0.20234529384105795,0.004718495905029061,0.05563990014456768,0.3679042931081687
9.975,0.20191113581204478,0.0050639320214475505,0.05513368627646308,0.3684230860833024
10.0,0.20160392595323734,0.004509103153978801,0.05561056616517872,0.36847886525769036
